addr,x,log1pexp,signed_raw,twos_complement
334,-2.7761485826001957,0.060415568697553074,8,8
335,-2.760508308895406,0.06133928851404072,8,8
336,-2.744868035190616,0.06227669640702788,8,8
337,-2.7292277614858262,0.06322798210067226,8,8
338,-2.7135874877810364,0.06419333755827528,8,8
339,-2.6979472140762466,0.06517295699704823,8,8
340,-2.682306940371457,0.06616703690260188,8,8
341,-2.666666666666667,0.06717577604314463,9,9
342,-2.651026392961877,0.06819937548337417,9,9
343,-2.6353861192570873,0.06923803859804732,9,9
344,-2.6197458455522975,0.0702919710852122,9,9
345,-2.6041055718475077,0.07136138097908667,9,9
346,-2.588465298142718,0.07244647866256675,9,9
347,-2.572825024437928,0.07354747687934772,9,9
348,-2.5571847507331382,0.0746645907456415,10,10
349,-2.5415444770283484,0.07579803776147213,10,10
350,-2.5259042033235586,0.07694803782153219,10,10
351,-2.5102639296187688,0.0781148132255812,10,10
352,-2.494623655913978,0.0792985886883684,10,10
353,-2.4789833822091882,0.08049959134906008,10,10
354,-2.4633431085043984,0.08171805078015355,10,10
355,-2.4477028347996086,0.08295419899585671,11,11
356,-2.4320625610948188,0.08420827045991465,11,11
357,-2.416422287390029,0.08548050209286244,11,11
358,-2.400782013685239,0.08677113327868399,11,11
359,-2.3851417399804493,0.08808040587085578,11,11
360,-2.3695014662756595,0.08940856419775478,11,11
361,-2.3538611925708697,0.09075585506740896,12,12
362,-2.33822091886608,0.09212252777156862,12,12
363,-2.32258064516129,0.09350883408907665,12,12
364,-2.3069403714565,0.09491502828851553,12,12
365,-2.2913000977517104,0.0963413671301085,12,12
366,-2.2756598240469206,0.09778810986685188,13,13
367,-2.2600195503421308,0.09925551824485591,13,13
368,-2.244379276637341,0.10074385650287065,13,13
369,-2.228739002932551,0.1022533913709733,13,13
370,-2.2130987292277613,0.10378439206839357,13,13
371,-2.1974584555229715,0.10533713030045286,13,13
372,-2.1818181818181817,0.10691188025459356,14,14
373,-2.166177908113392,0.10850891859547378,14,14
374,-2.150537634408602,0.11012852445910361,14,14
375,-2.134897360703812,0.11177097944599793,14,14
376,-2.1192570869990224,0.11343656761332153,15,15
377,-2.1036168132942326,0.11512557546600155,15,15
378,-2.0879765395894427,0.11683829194678252,15,15
379,-2.072336265884653,0.11857500842519932,15,15
380,-2.056695992179863,0.1203360186854428,15,15
381,-2.0410557184750733,0.1221216189130937,16,16
382,-2.0254154447702835,0.12393210768069943,16,16
383,-2.0097751710654936,0.1257677859321694,16,16
384,-1.9941348973607038,0.12762895696596374,16,16
385,-1.978494623655914,0.12951592641705123,17,17
386,-1.9628543499511242,0.13142900223761106,17,17
387,-1.9472140762463344,0.13336849467645528,17,17
388,-1.9315738025415445,0.1353347162571465,17,17
389,-1.9159335288367547,0.13732798175478766,18,18
390,-1.900293255131965,0.13934860817145994,18,18
391,-1.884652981427175,0.14139691471028515,18,18
392,-1.8690127077223853,0.14347322274808957,18,18
393,-1.8533724340175954,0.14557785580664692,19,19
394,-1.8377321603128056,0.14771113952247691,19,19
395,-1.8220918866080158,0.14987340161517884,19,19
396,-1.806451612903226,0.15206497185427756,19,19
397,-1.7908113391984362,0.15428618202456126,20,20
398,-1.7751710654936463,0.1565373658898908,20,20
399,-1.7595307917888565,0.15881885915545998,20,20
400,-1.7438905180840667,0.16113099942848846,21,21
401,-1.7282502443792769,0.16347412617732773,21,21
402,-1.712609970674487,0.16584858068896302,21,21
403,-1.6969696969696972,0.16825470602489323,22,22
404,-1.6813294232649074,0.17069284697537349,22,22
405,-1.6656891495601176,0.1731633500120036,22,22
406,-1.6500488758553278,0.17566656323864902,22,22
407,-1.634408602150538,0.17820283634067952,23,23
408,-1.6187683284457481,0.1807725205325137,23,23
409,-1.6031280547409583,0.18337596850345697,23,23
410,-1.5874877810361685,0.18601353436182286,24,24
411,-1.5718475073313787,0.18868557357732796,24,24
412,-1.5562072336265889,0.19139244292175187,24,24
413,-1.540566959921799,0.19413450040785574,25,25
414,-1.5249266862170092,0.19691210522655264,25,25
415,-1.5092864125122194,0.19972561768232594,26,26
416,-1.4936461388074287,0.20257539912689232,26,26
417,-1.4780058651026389,0.20546181189110654,26,26
418,-1.462365591397849,0.20838521921511052,27,27
419,-1.4467253176930592,0.21134598517672398,27,27
420,-1.4310850439882694,0.2143444746180825,27,27
421,-1.4154447702834796,0.2173810530705257,28,28
422,-1.3998044965786898,0.22045608667774183,28,28
423,-1.3841642228739,0.2235699421171768,29,29
424,-1.3685239491691101,0.22672298651971604,29,29
425,-1.3528836754643203,0.22991558738765153,29,29
426,-1.3372434017595305,0.2331481125109452,30,30
427,-1.3216031280547407,0.23642092988180544,30,30
428,-1.3059628543499509,0.23973440760759168,31,31
429,-1.290322580645161,0.2430889138220662,31,31
430,-1.2746823069403712,0.24648481659501376,32,32
431,-1.2590420332355814,0.24992248384025137,32,32
432,-1.2434017595307916,0.25340228322205216,32,32
433,-1.2277614858260018,0.256924582060011,33,33
434,-1.212121212121212,0.26048974723237917,33,33
